year,month,day,nao_index_cdas
1951,1,28,0.7129999995231628
1951,1,29,1.274999976158142
1951,1,30,1.312000036239624
1951,1,31,1.156999945640564
1951,2,1,1.2690000534057617
1951,2,2,1.4490000009536743
1951,2,3,1.465000033378601
1951,2,4,1.3250000476837158
1951,2,5,0.9670000076293945
1951,2,6,0.8289999961853027
1951,2,7,0.9660000205039978
1951,2,8,0.8190000057220459
1951,2,9,0.734000027179718
1951,2,10,0.8870000243186951
1951,2,11,1.0210000276565552
1951,2,12,0.7950000166893005
1951,2,13,0.5559999942779541
1951,2,14,0.7059999704360962
1951,2,15,0.5239999890327454
1951,2,16,0.3019999861717224
1951,2,17,0.30799999833106995
1951,2,18,0.20399999618530273
1951,2,19,0.18299999833106995
1951,2,20,0.30000001192092896
1951,2,21,0.1420000046491623
1951,2,22,-0.07599999755620956
1951,2,23,-0.17299999296665192
1951,2,24,-0.27900001406669617
1951,2,25,-0.20200000703334808
1951,2,26,-0.004000000189989805
1951,2,27,0.1340000033378601
1951,2,28,0.1469999998807907
1951,3,1,0.01899999938905239
1951,3,2,-0.0820000022649765
1951,3,3,-0.17399999499320984
1951,3,4,-0.3149999976158142
1951,3,5,-0.26100000739097595
1951,3,6,-0.1979999989271164
1951,3,7,-0.3970000147819519
1951,3,8,-0.6240000128746033
1951,3,9,-0.8560000061988831
1951,3,10,-1.0880000591278076
1951,3,11,-0.9369999766349792
1951,3,12,-0.5820000171661377
1951,3,13,-0.46799999475479126
1951,3,14,-0.43799999356269836
1951,3,15,-0.5009999871253967
1951,3,16,-0.6690000295639038
1951,3,17,-0.6340000033378601
1951,3,18,-0.39399999380111694
1951,3,19,-0.3779999911785126
1951,3,20,-0.2529999911785126
1951,3,21,0.12200000137090683
1951,3,22,0.3199999928474426
1951,3,23,0.5339999794960022
1951,3,24,0.3310000002384186
1951,3,25,-0.09799999743700027
1951,3,26,-0.46000000834465027
1951,3,27,-0.8870000243186951
1951,3,28,-1.1130000352859497
1951,3,29,-1.062999963760376
1951,3,30,-0.9020000100135803
1951,3,31,-0.5960000157356262
1951,4,1,-0.33899998664855957
1951,4,2,-0.18400000035762787
1951,4,3,-0.08500000089406967
1951,4,4,-0.15000000596046448
1951,4,5,-0.1420000046491623
1951,4,6,-0.29899999499320984
1951,4,7,-0.38100001215934753
1951,4,8,-0.4650000035762787
1951,4,9,-0.6129999756813049
1951,4,10,-0.9179999828338623
1951,4,11,-0.9369999766349792
1951,4,12,-0.7919999957084656
1951,4,13,-0.6660000085830688
1951,4,14,-0.6620000004768372
1951,4,15,-0.8560000061988831
1951,4,16,-0.9049999713897705
1951,4,17,-0.765999972820282
1951,4,18,-0.4749999940395355
1951,4,19,0.06199999898672104
1951,4,20,0.4189999997615814
1951,4,21,0.7649999856948853
1951,4,22,1.090000033378601
1951,4,23,1.371000051498413
1951,4,24,1.2289999723434448
1951,4,25,0.9089999794960022
1951,4,26,0.3880000114440918
1951,4,27,0.40799999237060547
1951,4,28,0.3700000047683716
1951,4,29,-0.164000004529953
1951,4,30,-0.8240000009536743
1951,5,1,-1.597000002861023
1951,5,2,-2.2899999618530273
1951,5,3,-2.1640000343322754
1951,5,4,-1.718999981880188
1951,5,5,-1.1299999952316284
1951,5,6,-0.5600000023841858
1951,5,7,-0.19099999964237213
1951,5,8,-0.06400000303983688
1951,5,9,0.23499999940395355
1951,5,10,0.5249999761581421
1951,5,11,0.7129999995231628
1951,5,12,0.5950000286102295
1951,5,13,0.41600000858306885
1951,5,14,0.6420000195503235
1951,5,15,1.093999981880188
1951,5,16,1.2480000257492065
1951,5,17,1.1770000457763672
1951,5,18,0.8709999918937683
1951,5,19,0.34700000286102295
1951,5,20,-0.19599999487400055
1951,5,21,-0.5009999871253967
1951,5,22,-0.5099999904632568
1951,5,23,-0.30399999022483826
1951,5,24,-0.2770000100135803
1951,5,25,-0.35499998927116394
1951,5,26,-0.5360000133514404
1951,5,27,-0.5230000019073486
1951,5,28,-0.2919999957084656
1951,5,29,-0.2849999964237213
1951,5,30,-0.4519999921321869
1951,5,31,-0.5040000081062317
1951,6,1,-0.27300000190734863
1951,6,2,-0.20900000631809235
1951,6,3,-0.6230000257492065
1951,6,4,-0.8100000023841858
1951,6,5,-0.8199999928474426
1951,6,6,-0.9980000257492065
1951,6,7,-1.4709999561309814
1951,6,8,-1.6770000457763672
1951,6,9,-1.7200000286102295
1951,6,10,-1.5369999408721924
1951,6,11,-1.2960000038146973
1951,6,12,-1.1510000228881836
1951,6,13,-1.0609999895095825
1951,6,14,-1.0470000505447388
1951,6,15,-1.055999994277954
1951,6,16,-1.0989999771118164
1951,6,17,-1.003999948501587
1951,6,18,-0.902999997138977
1951,6,19,-0.7049999833106995
1951,6,20,-0.5540000200271606
1951,6,21,-0.34200000762939453
1951,6,22,-0.24699999392032623
1951,6,23,-0.2070000022649765
1951,6,24,-0.18700000643730164
1951,6,25,-0.25
1951,6,26,-0.6740000247955322
1951,6,27,-1.0980000495910645
1951,6,28,-1.1339999437332153
1951,6,29,-0.6940000057220459
1951,6,30,-0.20200000703334808
1951,7,1,0.09700000286102295
1951,7,2,0.0949999988079071
1951,7,3,0.13300000131130219
1951,7,4,0.11800000071525574
1951,7,5,0.46299999952316284
1951,7,6,1.0180000066757202
1951,7,7,1.1820000410079956
1951,7,8,0.9089999794960022
1951,7,9,0.6330000162124634
1951,7,10,0.9110000133514404
1951,7,11,1.2269999980926514
1951,7,12,1.3209999799728394
1951,7,13,1.3229999542236328
1951,7,14,1.3550000190734863
1951,7,15,1.5950000286102295
1951,7,16,1.687000036239624
1951,7,17,1.3650000095367432
1951,7,18,0.8650000095367432
1951,7,19,0.15299999713897705
1951,7,20,-0.593999981880188
1951,7,21,-0.8109999895095825
1951,7,22,-0.16300000250339508
1951,7,23,0.28700000047683716
1951,7,24,0.5189999938011169
1951,7,25,0.5590000152587891
1951,7,26,0.6930000185966492
1951,7,27,0.45399999618530273
1951,7,28,0.3840000033378601
1951,7,29,0.621999979019165
1951,7,30,0.5479999780654907
1951,7,31,0.5440000295639038
1951,8,1,0.7919999957084656
1951,8,2,0.6940000057220459
1951,8,3,0.6959999799728394
1951,8,4,0.47099998593330383
1951,8,5,0.2639999985694885
1951,8,6,0.2329999953508377
1951,8,7,-0.17599999904632568
1951,8,8,-0.2930000126361847
1951,8,9,-0.1770000010728836
1951,8,10,-0.20399999618530273
1951,8,11,-0.33399999141693115
1951,8,12,-0.3310000002384186
1951,8,13,-0.3930000066757202
1951,8,14,-0.3100000023841858
1951,8,15,-0.1679999977350235
1951,8,16,-0.5180000066757202
1951,8,17,-0.7239999771118164
1951,8,18,-0.5709999799728394
1951,8,19,-0.2549999952316284
1951,8,20,0.06300000101327896
1951,8,21,0.2329999953508377
1951,8,22,0.29100000858306885
1951,8,23,0.3160000145435333
1951,8,24,0.4729999899864197
1951,8,25,-0.03099999949336052
1951,8,26,-0.2759999930858612
1951,8,27,-0.578000009059906
1951,8,28,-0.9850000143051147
1951,8,29,-1.0839999914169312
1951,8,30,-1.1339999437332153
1951,8,31,-1.315000057220459
1951,9,1,-1.3919999599456787
1951,9,2,-1.2630000114440918
1951,9,3,-0.6179999709129333
1951,9,4,0.0010000000474974513
1951,9,5,0.03799999877810478
1951,9,6,-0.2280000001192093
1951,9,7,-0.4050000011920929
1951,9,8,-0.5270000100135803
1951,9,9,-0.5899999737739563
1951,9,10,-0.7509999871253967
1951,9,11,-0.6840000152587891
1951,9,12,-0.47999998927116394
1951,9,13,-0.722000002861023
1951,9,14,-0.890999972820282
1951,9,15,-0.609000027179718
1951,9,16,-0.4320000112056732
1951,9,17,-0.3970000147819519
1951,9,18,-0.6230000257492065
1951,9,19,-0.5989999771118164
1951,9,20,-0.32600000500679016
1951,9,21,-0.08100000023841858
1951,9,22,-0.22599999606609344
1951,9,23,-0.4830000102519989
1951,9,24,-0.7839999794960022
1951,9,25,-0.7670000195503235
1951,9,26,-0.7680000066757202
1951,9,27,-0.8730000257492065
1951,9,28,-0.6729999780654907
1951,9,29,-0.4129999876022339
1951,9,30,-0.2460000067949295
1951,10,1,-0.11900000274181366
1951,10,2,0.08500000089406967
1951,10,3,0.1979999989271164
1951,10,4,0.2619999945163727
1951,10,5,0.46399998664855957
1951,10,6,0.574999988079071
1951,10,7,0.6159999966621399
1951,10,8,0.4959999918937683
1951,10,9,0.6610000133514404
1951,10,10,1.3869999647140503
1951,10,11,1.465000033378601
1951,10,12,1.4179999828338623
1951,10,13,1.371000051498413
1951,10,14,1.621999979019165
1951,10,15,2.315000057220459
1951,10,16,2.3519999980926514
1951,10,17,1.6959999799728394
1951,10,18,1.1990000009536743
1951,10,19,1.0959999561309814
1951,10,20,0.6639999747276306
1951,10,21,0.6850000023841858
1951,10,22,0.6940000057220459
1951,10,23,0.8059999942779541
1951,10,24,0.8560000061988831
1951,10,25,0.6010000109672546
1951,10,26,0.46799999475479126
1951,10,27,0.6140000224113464
1951,10,28,0.671999990940094
1951,10,29,0.6340000033378601
1951,10,30,0.5009999871253967
1951,10,31,0.5809999704360962
1951,11,1,0.4169999957084656
1951,11,2,0.11400000005960464
1951,11,3,-0.41100001335144043
1951,11,4,-1.3730000257492065
1951,11,5,-1.1390000581741333
1951,11,6,-0.328000009059906
1951,11,7,0.061000000685453415
1951,11,8,-0.421999990940094
1951,11,9,-0.6949999928474426
1951,11,10,-0.42899999022483826
1951,11,11,-0.41999998688697815
1951,11,12,-0.7580000162124634
1951,11,13,-0.9559999704360962
1951,11,14,-1.0
1951,11,15,-0.8949999809265137
1951,11,16,-0.5210000276565552
1951,11,17,-0.3330000042915344
1951,11,18,-0.4410000145435333
1951,11,19,-0.4749999940395355
1951,11,20,-0.08900000154972076
1951,11,21,0.08100000023841858
1951,11,22,0.14900000393390656
1951,11,23,0.38100001215934753
1951,11,24,0.6039999723434448
1951,11,25,0.8339999914169312
1951,11,26,1.0379999876022339
1951,11,27,0.8069999814033508
1951,11,28,0.4449999928474426
1951,11,29,0.5299999713897705
1951,11,30,0.824999988079071
1951,12,1,1.9279999732971191
1951,12,2,1.5750000476837158
1951,12,3,1.406999945640564
1951,12,4,1.312000036239624
1951,12,5,1.4859999418258667
1951,12,6,1.315000057220459
1951,12,7,1.1089999675750732
1951,12,8,1.2280000448226929
1951,12,9,1.0440000295639038
1951,12,10,0.3070000112056732
1951,12,11,-0.3490000069141388
1951,12,12,-0.6359999775886536
1951,12,13,-0.7580000162124634
1951,12,14,-0.4169999957084656
1951,12,15,-0.3240000009536743
1951,12,16,-0.4560000002384186
1951,12,17,-0.13600000739097595
1951,12,18,0.3409999907016754
1951,12,19,0.4749999940395355
1951,12,20,0.30399999022483826
1951,12,21,0.5580000281333923
1951,12,22,0.718999981880188
1951,12,23,1.0299999713897705
1951,12,24,1.4930000305175781
1951,12,25,1.4550000429153442
1951,12,26,1.1460000276565552
1951,12,27,1.0820000171661377
1951,12,28,0.984000027179718
1951,12,29,0.6489999890327454
1951,12,30,0.7870000004768372
1951,12,31,0.7599999904632568
1952,1,1,0.26100000739097595
1952,1,2,0.19300000369548798
1952,1,3,0.21199999749660492
1952,1,4,0.34299999475479126
1952,1,5,0.4970000088214874
1952,1,6,0.984000027179718
1952,1,7,1.3700000047683716
1952,1,8,1.4220000505447388
1952,1,9,1.2170000076293945
1952,1,10,1.190000057220459
1952,1,11,1.003999948501587
1952,1,12,0.8970000147819519
1952,1,13,1.1430000066757202
1952,1,14,1.0709999799728394
1952,1,15,1.0520000457763672
1952,1,16,0.6290000081062317
1952,1,17,-0.0560000017285347
1952,1,18,-0.23999999463558197
1952,1,19,-0.11900000274181366
1952,1,20,-0.050999999046325684
1952,1,21,-0.16500000655651093
1952,1,22,-0.3659999966621399
1952,1,23,-0.14399999380111694
1952,1,24,0.0020000000949949026
1952,1,25,-0.07199999690055847
1952,1,26,0.17800000309944153
1952,1,27,0.4620000123977661
1952,1,28,0.6880000233650208
1952,1,29,0.8790000081062317
1952,1,30,1.13100004196167
1952,1,31,1.2100000381469727
1952,2,1,0.9290000200271606
1952,2,2,0.49000000953674316
1952,2,3,-0.027000000700354576
1952,2,4,-0.17599999904632568
1952,2,5,-0.18400000035762787
1952,2,6,-0.006000000052154064
1952,2,7,-0.1289999932050705
1952,2,8,-0.32100000977516174
1952,2,9,-0.3319999873638153
1952,2,10,-0.19699999690055847
1952,2,11,-0.08299999684095383
1952,2,12,-0.21899999678134918
1952,2,13,-0.38999998569488525
1952,2,14,-0.3199999928474426
1952,2,15,-0.3310000002384186
1952,2,16,-0.5299999713897705
1952,2,17,-0.6420000195503235
1952,2,18,-0.6259999871253967
1952,2,19,-0.5479999780654907
1952,2,20,-0.5149999856948853
1952,2,21,-0.41999998688697815
1952,2,22,-0.17399999499320984
1952,2,23,-0.027000000700354576
1952,2,24,0.05700000002980232
1952,2,25,0.09799999743700027
1952,2,26,0.057999998331069946
1952,2,27,-0.004999999888241291
1952,2,28,-0.1770000010728836
1952,2,29,-0.41499999165534973
1952,3,1,-0.4259999990463257
1952,3,2,-0.35100001096725464
1952,3,3,-0.5270000100135803
1952,3,4,-0.6819999814033508
1952,3,5,-0.7739999890327454
1952,3,6,-0.8619999885559082
1952,3,7,-0.8230000138282776
1952,3,8,-0.7250000238418579
1952,3,9,-0.777999997138977
1952,3,10,-0.8220000267028809
1952,3,11,-0.7519999742507935
1952,3,12,-0.7820000052452087
1952,3,13,-0.8700000047683716
1952,3,14,-0.8199999928474426
1952,3,15,-0.7319999933242798
1952,3,16,-0.6470000147819519
1952,3,17,-0.4699999988079071
1952,3,18,-0.17499999701976776
1952,3,19,0.07199999690055847
1952,3,20,0.28700000047683716
1952,3,21,0.4129999876022339
1952,3,22,0.3869999945163727
1952,3,23,-0.027000000700354576
1952,3,24,-0.36800000071525574
1952,3,25,-0.5370000004768372
1952,3,26,-0.7670000195503235
1952,3,27,-1.1430000066757202
1952,3,28,-1.5980000495910645
1952,3,29,-1.5470000505447388
1952,3,30,-1.1410000324249268
1952,3,31,-0.8690000176429749
1952,4,1,-0.7940000295639038
1952,4,2,-0.597000002861023
1952,4,3,-0.2290000021457672
1952,4,4,0.27399998903274536
1952,4,5,0.6269999742507935
1952,4,6,0.6449999809265137
1952,4,7,0.7450000047683716
1952,4,8,0.9150000214576721
1952,4,9,0.8100000023841858
1952,4,10,0.875
1952,4,11,1.1519999504089355
1952,4,12,1.1820000410079956
1952,4,13,0.9089999794960022
1952,4,14,0.7089999914169312
1952,4,15,0.5789999961853027
1952,4,16,0.703000009059906
1952,4,17,0.656000018119812
1952,4,18,0.8199999928474426
1952,4,19,0.7960000038146973
1952,4,20,0.39500001072883606
1952,4,21,-0.012000000104308128
1952,4,22,-0.18700000643730164
1952,4,23,0.014000000432133675
1952,4,24,-0.008999999612569809
1952,4,25,0.0
1952,4,26,0.057999998331069946
1952,4,27,0.12300000339746475
1952,4,28,-0.027000000700354576
1952,4,29,-0.35499998927116394
1952,4,30,-0.656000018119812
